symbol,engine,setup,side,entry_time,exit_time,risk_percent,r_multiple,original_risk_percent,v12_quality_tier,pre_satellite_risk_percent,satellite_v12_tier
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2011-06-01 04:00:00+00:00,2011-06-01 20:00:00+00:00,0.025,-0.9999999999999926,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2011-06-03 04:00:00+00:00,2011-06-03 16:00:00+00:00,0.025,-0.9999999999999931,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-06-03 16:00:00+00:00,2011-06-09 08:00:00+00:00,0.15,-0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-06-08 04:00:00+00:00,2011-06-09 08:00:00+00:00,0.05,-0.9999999999999839,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,-1,2011-06-16 12:00:00+00:00,2011-06-20 16:00:00+00:00,0.4,-1.0,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-06-17 08:00:00+00:00,2011-06-17 20:00:00+00:00,0.15,-0.9999999999999961,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2011-06-23 16:00:00+00:00,2011-06-24 04:00:00+00:00,0.2,-0.9999999999999877,0.2,UNCHANGED,0.2,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-06-25 00:00:00+00:00,2011-06-28 20:00:00+00:00,0.15,-1.0000000000000033,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2011-07-06 04:00:00+00:00,2011-07-06 16:00:00+00:00,0.025,-0.9999999999999848,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2011-07-06 08:00:00+00:00,2011-07-06 16:00:00+00:00,0.55,-1.0000000000000147,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2011-07-07 04:00:00+00:00,2011-07-11 04:00:00+00:00,0.025,-1.0000000000000058,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-11 20:00:00+00:00,2011-07-13 00:00:00+00:00,0.15,3.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-12 00:00:00+00:00,2011-07-13 00:00:00+00:00,0.15,3.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-12 12:00:00+00:00,2011-07-14 08:00:00+00:00,0.05,0.713338725129513,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-13 00:00:00+00:00,2011-07-14 08:00:00+00:00,0.15,-0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2011-07-15 04:00:00+00:00,2011-07-15 12:00:00+00:00,0.025,-1.0000000000000104,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-25 12:00:00+00:00,2011-07-26 08:00:00+00:00,0.05,-1.0000000000000036,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-26 04:00:00+00:00,2011-07-26 08:00:00+00:00,0.05,-1.0000000000000169,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2011-07-26 04:00:00+00:00,2011-07-27 00:00:00+00:00,0.025,2.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-27 04:00:00+00:00,2011-08-01 04:00:00+00:00,0.05,1.2965736634503813,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-27 08:00:00+00:00,2011-07-27 20:00:00+00:00,0.05,-0.9999999999999832,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-29 08:00:00+00:00,2011-08-01 04:00:00+00:00,0.05,0.5452295015511206,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-29 16:00:00+00:00,2011-08-01 04:00:00+00:00,0.15,-0.9999999999999928,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-07-30 00:00:00+00:00,2011-08-01 04:00:00+00:00,0.15,-0.9999999999999833,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2011-08-01 04:00:00+00:00,2011-08-01 20:00:00+00:00,0.025,-1.0000000000000102,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2011-08-10 04:00:00+00:00,2011-08-12 00:00:00+00:00,0.025,0.002560084654549723,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-08-10 16:00:00+00:00,2011-08-11 04:00:00+00:00,0.15,-0.9999999999999943,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-08-10 16:00:00+00:00,2011-08-12 00:00:00+00:00,0.15,-0.9999999999999993,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2011-08-12 08:00:00+00:00,2011-08-15 04:00:00+00:00,0.55,-1.0000000000000056,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2011-08-22 08:00:00+00:00,2011-08-23 12:00:00+00:00,0.55,-1.0000000000000004,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-08-31 16:00:00+00:00,2011-09-01 04:00:00+00:00,0.15,-0.9999999999999949,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2011-09-09 16:00:00+00:00,2011-09-21 12:00:00+00:00,0.2,3.0,0.2,UNCHANGED,0.2,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-09-12 20:00:00+00:00,2011-09-20 20:00:00+00:00,0.15,0.8215347511234139,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-09-14 08:00:00+00:00,2011-09-15 16:00:00+00:00,0.15,-0.9999999999999967,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-09-14 16:00:00+00:00,2011-09-15 16:00:00+00:00,0.15,-1.000000000000012,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-09-15 04:00:00+00:00,2011-09-15 16:00:00+00:00,0.15,-0.9999999999999921,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2011-09-16 04:00:00+00:00,2011-09-16 20:00:00+00:00,0.025,-0.9999999999999916,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2011-09-19 04:00:00+00:00,2011-09-20 00:00:00+00:00,0.025,-0.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2011-09-19 16:00:00+00:00,2011-09-20 16:00:00+00:00,0.2,-1.0000000000000129,0.2,UNCHANGED,0.2,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-09-19 16:00:00+00:00,2011-09-22 12:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-09-19 20:00:00+00:00,2011-09-20 16:00:00+00:00,0.15,-0.999999999999995,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-09-19 20:00:00+00:00,2011-09-22 00:00:00+00:00,0.15,-0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-09-20 04:00:00+00:00,2011-09-21 20:00:00+00:00,0.15,-0.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2011-09-21 04:00:00+00:00,2011-09-22 00:00:00+00:00,0.05,-0.9999999999999939,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-09-21 16:00:00+00:00,2011-09-22 00:00:00+00:00,0.15,-1.0000000000000087,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2011-09-21 16:00:00+00:00,2011-09-21 20:00:00+00:00,0.2,-1.0000000000000113,0.2,UNCHANGED,0.2,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-09-22 00:00:00+00:00,2011-09-24 00:00:00+00:00,0.15,-0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2011-09-22 16:00:00+00:00,2011-09-23 12:00:00+00:00,0.5,-1.0000000000000073,0.5,UNCHANGED,0.5,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2011-09-28 04:00:00+00:00,2011-10-01 00:00:00+00:00,0.025,2.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2011-09-28 08:00:00+00:00,2011-09-29 12:00:00+00:00,0.55,-0.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-10-03 20:00:00+00:00,2011-10-04 20:00:00+00:00,0.55,-0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-10-04 00:00:00+00:00,2011-10-04 20:00:00+00:00,0.55,-0.9999999999999917,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-11-10 08:00:00+00:00,2011-11-10 12:00:00+00:00,0.55,-0.9999999999999949,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-11-16 04:00:00+00:00,2011-11-16 12:00:00+00:00,0.55,-1.0000000000000129,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-11-16 08:00:00+00:00,2011-11-16 12:00:00+00:00,0.55,-0.9999999999999857,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2011-11-21 12:00:00+00:00,2011-11-22 12:00:00+00:00,0.4,-0.0,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,-1,2011-11-21 12:00:00+00:00,2011-11-25 12:00:00+00:00,0.4,3.0,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2011-11-21 16:00:00+00:00,2011-11-25 12:00:00+00:00,0.4,2.5,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2011-11-21 16:00:00+00:00,2011-11-28 12:00:00+00:00,0.2,0.7341933900131166,0.2,UNCHANGED,0.2,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-11-22 16:00:00+00:00,2011-11-28 12:00:00+00:00,0.15,1.1447064879171034,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-11-23 16:00:00+00:00,2011-11-28 12:00:00+00:00,0.15,0.32469887603959496,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-11-24 04:00:00+00:00,2011-11-25 16:00:00+00:00,0.15,-1.0000000000000133,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-11-24 12:00:00+00:00,2011-11-25 16:00:00+00:00,0.15,-1.0000000000000004,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-11-24 12:00:00+00:00,2011-11-25 16:00:00+00:00,0.15,-0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-11-24 16:00:00+00:00,2011-11-25 16:00:00+00:00,0.15,-1.0000000000000118,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-11-25 12:00:00+00:00,2011-11-28 12:00:00+00:00,0.15,-0.999999999999999,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2011-11-28 16:00:00+00:00,2011-11-29 08:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-12-13 20:00:00+00:00,2011-12-19 20:00:00+00:00,0.55,1.0962068949042034,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2011-12-19 04:00:00+00:00,2011-12-20 12:00:00+00:00,0.025,-0.999999999999997,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-12-28 20:00:00+00:00,2011-12-29 20:00:00+00:00,0.55,-0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-12-29 04:00:00+00:00,2012-01-03 20:00:00+00:00,0.15,0.3324913495231903,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2011-12-29 12:00:00+00:00,2011-12-30 16:00:00+00:00,0.15,-0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,-1,2011-12-29 12:00:00+00:00,2011-12-30 16:00:00+00:00,0.4,-1.0000000000000093,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2011-12-29 20:00:00+00:00,2011-12-30 16:00:00+00:00,0.15,-1.0000000000000098,0.15,UNCHANGED,0.15,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-01-05 12:00:00+00:00,2012-01-10 12:00:00+00:00,0.55,0.5480050042037785,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-01-05 16:00:00+00:00,2012-01-10 12:00:00+00:00,0.55,0.02252405442665007,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2012-01-06 16:00:00+00:00,2012-01-09 16:00:00+00:00,0.4,-1.0000000000000038,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2012-01-06 16:00:00+00:00,2012-01-10 08:00:00+00:00,0.5,-1.0000000000000104,0.5,UNCHANGED,0.5,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-01-10 04:00:00+00:00,2012-01-11 04:00:00+00:00,0.025,0.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-01-11 08:00:00+00:00,2012-01-12 20:00:00+00:00,0.55,0.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-01-11 16:00:00+00:00,2012-01-17 12:00:00+00:00,0.15,-0.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-01-17 08:00:00+00:00,2012-01-17 16:00:00+00:00,0.05,-1.0000000000000089,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-01-20 08:00:00+00:00,2012-01-23 12:00:00+00:00,0.55,2.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-01-25 04:00:00+00:00,2012-01-25 12:00:00+00:00,0.025,-0.9999999999999983,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-01-30 16:00:00+00:00,2012-02-03 16:00:00+00:00,0.15,-0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-01-30 20:00:00+00:00,2012-02-03 16:00:00+00:00,0.15,-1.000000000000002,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-01-31 04:00:00+00:00,2012-02-01 12:00:00+00:00,0.025,-1.0000000000000009,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-02-01 12:00:00+00:00,2012-02-03 16:00:00+00:00,0.05,-0.9999999999999939,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-02-07 08:00:00+00:00,2012-02-10 04:00:00+00:00,0.55,-0.999999999999985,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-02-09 08:00:00+00:00,2012-02-10 04:00:00+00:00,0.55,-0.9999999999999918,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-02-10 12:00:00+00:00,2012-02-10 16:00:00+00:00,0.15,-1.0000000000000044,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-02-15 04:00:00+00:00,2012-02-15 16:00:00+00:00,0.15,-0.9999999999999986,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-02-15 08:00:00+00:00,2012-02-16 00:00:00+00:00,0.55,-0.9999999999999963,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-02-15 08:00:00+00:00,2012-02-15 16:00:00+00:00,0.15,-1.0000000000000122,0.15,UNCHANGED,0.15,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-02-16 04:00:00+00:00,2012-02-16 20:00:00+00:00,0.55,-0.9999999999999968,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-02-16 08:00:00+00:00,2012-02-16 20:00:00+00:00,0.55,-0.9999999999999988,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-02-16 12:00:00+00:00,2012-02-17 04:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-16 12:00:00+00:00,2012-02-20 04:00:00+00:00,0.05,3.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-02-16 16:00:00+00:00,2012-02-17 16:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-16 16:00:00+00:00,2012-02-20 04:00:00+00:00,0.15,3.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-02-16 20:00:00+00:00,2012-02-20 04:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-17 04:00:00+00:00,2012-02-22 12:00:00+00:00,0.05,3.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-17 16:00:00+00:00,2012-02-22 16:00:00+00:00,0.15,3.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-17 20:00:00+00:00,2012-02-20 08:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-18 00:00:00+00:00,2012-02-20 12:00:00+00:00,0.15,-1.0000000000000187,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-22 08:00:00+00:00,2012-02-23 12:00:00+00:00,0.05,0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-22 12:00:00+00:00,2012-02-25 00:00:00+00:00,0.05,3.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
