symbol,engine,setup,side,entry_time,exit_time,risk_percent,r_multiple,original_risk_percent,v12_quality_tier,pre_satellite_risk_percent,satellite_v12_tier
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-02-24 00:00:00+00:00,2012-02-27 16:00:00+00:00,0.55,0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-24 08:00:00+00:00,2012-02-27 04:00:00+00:00,0.05,3.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-24 12:00:00+00:00,2012-02-27 12:00:00+00:00,0.05,0.3720876664798346,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-24 16:00:00+00:00,2012-02-27 12:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-24 20:00:00+00:00,2012-02-27 12:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-02-25 00:00:00+00:00,2012-02-27 04:00:00+00:00,0.15,-1.0000000000000075,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2012-02-29 16:00:00+00:00,2012-03-01 00:00:00+00:00,0.2,-1.0000000000000042,0.2,UNCHANGED,0.2,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-03-02 04:00:00+00:00,2012-03-05 08:00:00+00:00,0.15,-0.9999999999999997,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-03-02 08:00:00+00:00,2012-03-02 16:00:00+00:00,0.15,-0.9999999999999796,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-03-03 00:00:00+00:00,2012-03-05 08:00:00+00:00,0.15,-0.9999999999999949,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-03-09 16:00:00+00:00,2012-03-14 16:00:00+00:00,0.15,3.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-03-09 20:00:00+00:00,2012-03-13 08:00:00+00:00,0.15,-0.999999999999992,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-03-13 12:00:00+00:00,2012-03-15 04:00:00+00:00,0.05,3.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-03-13 20:00:00+00:00,2012-03-15 12:00:00+00:00,0.15,1.1880871583608295,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-03-14 04:00:00+00:00,2012-03-15 12:00:00+00:00,0.05,0.6703623355041998,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-03-14 12:00:00+00:00,2012-03-15 12:00:00+00:00,0.05,0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-03-14 16:00:00+00:00,2012-03-15 12:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-03-15 04:00:00+00:00,2012-03-15 12:00:00+00:00,0.15,-0.9999999999999833,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-03-15 04:00:00+00:00,2012-03-15 12:00:00+00:00,0.05,-1.0000000000000073,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-03-16 16:00:00+00:00,2012-03-22 04:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-03-19 20:00:00+00:00,2012-03-21 20:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-03-20 12:00:00+00:00,2012-03-21 20:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-03-21 12:00:00+00:00,2012-03-21 16:00:00+00:00,0.15,-1.0000000000000147,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2012-03-26 16:00:00+00:00,2012-03-28 20:00:00+00:00,0.5,-1.000000000000001,0.5,UNCHANGED,0.5,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2012-03-26 16:00:00+00:00,2012-03-28 12:00:00+00:00,0.4,0.0,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-03-26 20:00:00+00:00,2012-03-28 16:00:00+00:00,0.15,-0.9999999999999912,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2012-03-30 08:00:00+00:00,2012-04-02 04:00:00+00:00,0.55,-0.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-03-31 00:00:00+00:00,2012-04-04 00:00:00+00:00,0.15,-0.9999999999999942,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2012-04-09 04:00:00+00:00,2012-04-09 20:00:00+00:00,0.025,-1.0000000000000238,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-04-16 04:00:00+00:00,2012-04-16 20:00:00+00:00,0.55,-0.9999999999999888,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-04-19 12:00:00+00:00,2012-04-23 04:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,1,2012-04-19 12:00:00+00:00,2012-04-27 12:00:00+00:00,0.4,3.0,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-04-20 08:00:00+00:00,2012-04-25 12:00:00+00:00,0.15,0.3341081671194305,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-04-20 12:00:00+00:00,2012-04-23 04:00:00+00:00,0.05,-0.999999999999984,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-04-20 12:00:00+00:00,2012-04-23 04:00:00+00:00,0.15,-0.999999999999998,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-04-23 16:00:00+00:00,2012-04-25 12:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-04-26 20:00:00+00:00,2012-05-01 12:00:00+00:00,0.15,0.46341434398515047,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2012-04-27 16:00:00+00:00,2012-04-30 16:00:00+00:00,0.2,0.0,0.2,UNCHANGED,0.2,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-05-07 04:00:00+00:00,2012-05-07 16:00:00+00:00,0.55,-0.9999999999999902,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2012-05-08 04:00:00+00:00,2012-05-08 20:00:00+00:00,0.025,2.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-09 16:00:00+00:00,2012-05-10 16:00:00+00:00,0.15,-1.000000000000006,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-17 20:00:00+00:00,2012-05-21 12:00:00+00:00,0.15,-0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-18 20:00:00+00:00,2012-05-22 08:00:00+00:00,0.15,-0.9999999999999969,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-19 00:00:00+00:00,2012-05-22 12:00:00+00:00,0.15,-0.9999999999999799,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2012-05-25 04:00:00+00:00,2012-05-28 04:00:00+00:00,0.025,-0.9999999999999957,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2012-05-30 04:00:00+00:00,2012-06-01 04:00:00+00:00,0.025,2.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2012-05-30 04:00:00+00:00,2012-05-31 20:00:00+00:00,0.15,4.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-30 12:00:00+00:00,2012-05-31 20:00:00+00:00,0.05,3.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2012-05-30 16:00:00+00:00,2012-06-01 12:00:00+00:00,0.15,4.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-30 16:00:00+00:00,2012-06-01 12:00:00+00:00,0.15,3.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-31 04:00:00+00:00,2012-06-01 16:00:00+00:00,0.05,0.8781280321049245,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-31 08:00:00+00:00,2012-06-01 16:00:00+00:00,0.05,0.813917127226697,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-31 16:00:00+00:00,2012-06-01 04:00:00+00:00,0.15,-0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2012-05-31 16:00:00+00:00,2012-06-01 16:00:00+00:00,0.5,0.21059724699500737,0.5,UNCHANGED,0.5,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-05-31 20:00:00+00:00,2012-06-01 16:00:00+00:00,0.15,-1.000000000000013,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-06-01 12:00:00+00:00,2012-06-01 16:00:00+00:00,0.05,-0.9999999999999816,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2012-06-04 04:00:00+00:00,2012-06-04 16:00:00+00:00,0.025,-0.9999999999999986,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2012-06-04 04:00:00+00:00,2012-06-06 12:00:00+00:00,0.15,-1.0000000000000009,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2012-06-08 16:00:00+00:00,2012-06-11 04:00:00+00:00,0.4,-1.0000000000000167,0.4,UNCHANGED,0.4,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-06-28 12:00:00+00:00,2012-06-29 08:00:00+00:00,0.55,-1.0000000000000069,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2012-06-28 12:00:00+00:00,2012-06-29 08:00:00+00:00,0.4,-0.9999999999999798,0.4,UNCHANGED,0.4,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-07-05 08:00:00+00:00,2012-07-05 20:00:00+00:00,0.55,0.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-07-05 16:00:00+00:00,2012-07-11 16:00:00+00:00,0.55,1.973205643087826,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-07-06 16:00:00+00:00,2012-07-09 16:00:00+00:00,0.55,-0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2012-07-12 16:00:00+00:00,2012-07-13 16:00:00+00:00,0.2,-1.0000000000000075,0.2,UNCHANGED,0.2,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2012-07-12 16:00:00+00:00,2012-07-13 16:00:00+00:00,0.4,-0.9999999999999992,0.4,UNCHANGED,0.4,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-07-16 12:00:00+00:00,2012-07-17 12:00:00+00:00,0.05,-0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-07-16 16:00:00+00:00,2012-07-17 12:00:00+00:00,0.15,-0.999999999999998,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-07-19 04:00:00+00:00,2012-07-23 20:00:00+00:00,0.05,1.2485122922764464,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-07-19 08:00:00+00:00,2012-07-23 20:00:00+00:00,0.05,0.9901624954398113,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-07-20 16:00:00+00:00,2012-07-25 16:00:00+00:00,0.55,-0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-07-23 04:00:00+00:00,2012-07-23 20:00:00+00:00,0.55,-0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-07-23 04:00:00+00:00,2012-07-23 20:00:00+00:00,0.05,-0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-07-23 08:00:00+00:00,2012-07-25 12:00:00+00:00,0.55,-0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-07-23 08:00:00+00:00,2012-07-23 20:00:00+00:00,0.05,-1.0000000000000207,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-07-23 12:00:00+00:00,2012-07-23 16:00:00+00:00,0.05,-0.9999999999999697,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2012-07-26 04:00:00+00:00,2012-07-26 16:00:00+00:00,0.15,-1.0000000000000002,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-08-01 08:00:00+00:00,2012-08-02 00:00:00+00:00,0.55,-1.0000000000000144,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-08-02 08:00:00+00:00,2012-08-02 16:00:00+00:00,0.55,2.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-08-09 04:00:00+00:00,2012-08-10 08:00:00+00:00,0.025,-1.000000000000012,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-08-22 12:00:00+00:00,2012-08-24 12:00:00+00:00,0.15,0.9063733098748493,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-08-31 20:00:00+00:00,2012-09-05 04:00:00+00:00,0.15,-1.0000000000000062,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-09-07 08:00:00+00:00,2012-09-07 16:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-09-07 16:00:00+00:00,2012-09-11 00:00:00+00:00,0.55,0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2012-09-07 16:00:00+00:00,2012-09-13 20:00:00+00:00,0.5,3.0,0.5,UNCHANGED,0.5,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-09-07 20:00:00+00:00,2012-09-13 20:00:00+00:00,0.55,3.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-09-11 08:00:00+00:00,2012-09-14 08:00:00+00:00,0.15,4.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2012-09-11 16:00:00+00:00,2012-09-14 08:00:00+00:00,0.2,3.0,0.2,UNCHANGED,0.2,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-09-11 16:00:00+00:00,2012-09-14 12:00:00+00:00,0.15,0.2554024135231242,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-09-12 20:00:00+00:00,2012-09-19 16:00:00+00:00,0.15,2.2125149160658975,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-09-13 16:00:00+00:00,2012-09-13 20:00:00+00:00,0.15,-1.0000000000000253,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-09-14 00:00:00+00:00,2012-09-19 16:00:00+00:00,0.15,1.1670184720922272,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-09-17 16:00:00+00:00,2012-09-19 16:00:00+00:00,0.15,-0.9999999999999969,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-09-19 08:00:00+00:00,2012-09-19 12:00:00+00:00,0.15,-1.0000000000000038,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2012-09-21 04:00:00+00:00,2012-09-21 20:00:00+00:00,0.025,0.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2012-09-21 16:00:00+00:00,2012-09-21 20:00:00+00:00,0.15,-0.9999999999999905,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-09-25 08:00:00+00:00,2012-09-28 16:00:00+00:00,0.05,0.32577895095545895,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-09-25 12:00:00+00:00,2012-09-28 16:00:00+00:00,0.05,-0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-09-28 04:00:00+00:00,2012-09-28 16:00:00+00:00,0.05,-0.9999999999999664,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2012-09-28 08:00:00+00:00,2012-09-28 12:00:00+00:00,0.05,-1.0000000000000033,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-10-05 16:00:00+00:00,2012-10-08 04:00:00+00:00,0.55,-0.9999999999999896,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2012-10-15 04:00:00+00:00,2012-10-16 04:00:00+00:00,0.025,-1.0000000000000007,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-10-17 00:00:00+00:00,2012-10-19 12:00:00+00:00,0.55,-0.9999999999999885,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2012-10-17 16:00:00+00:00,2012-10-18 20:00:00+00:00,0.55,-0.999999999999978,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2012-10-17 16:00:00+00:00,2012-10-18 12:00:00+00:00,0.2,-0.9999999999999931,0.2,UNCHANGED,0.2,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-10-22 08:00:00+00:00,2012-10-26 00:00:00+00:00,0.05,3.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2012-10-22 12:00:00+00:00,2012-10-26 08:00:00+00:00,0.05,0.7628207687459211,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
